Date,ColorKey,LocationKey,Value
2019-03-16,4,7,82.13
2021-10-29,5,8,355.55
2015-04-02,1,9,981.62
2018-08-23,2,1,942.97
2017-10-13,3,2,134.28
2022-03-07,4,3,166.27
2016-06-15,5,4,189.6
2013-10-30,1,5,1019.13
2016-02-01,2,6,926.39
2022-05-30,3,7,193.91
2013-01-10,4,8,365.87
2013-09-11,5,9,167.74
2014-08-07,1,1,996.92
2018-06-04,2,2,452.21
2021-01-22,3,3,232.82
2015-04-25,4,4,176.04
2014-04-15,5,5,228.21
2022-05-22,1,6,988.18
2014-10-07,2,7,832.55
2020-12-26,3,8,404.53
2015-09-20,4,9,186.97
2021-10-05,5,1,204.72
2014-01-12,1,2,475.45
2021-01-31,2,3,896.71
2019-04-08,3,4,171.01
2021-03-24,4,5,240.61
2016-04-08,5,6,174.27
2014-10-23,1,7,955.48
2017-06-05,2,8,1776.52
2017-12-14,3,9,189.91
2021-04-13,4,1,231.52
2022-06-29,5,2,106.05
2022-10-03,1,3,1035.38
2018-11-15,2,4,852.64
2013-01-25,3,5,180.53
2017-07-10,4,6,161.29
2020-11-08,5,7,180.66
2018-09-16,1,8,1993.96
2014-12-03,2,9,908.84
2017-07-23,3,1,237.49
2014-07-15,4,2,103.74
2016-02-29,5,3,222.94
2014-05-01,1,4,1051.87
2015-04-27,2,5,868.76
2017-11-03,3,6,249.54
2015-02-24,4,7,175.24
2022-06-17,5,8,388.62
2016-11-07,1,9,951.68
2018-05-12,2,1,886.7
2019-05-20,3,2,76.79
2017-03-12,4,3,215.06
2015-08-09,5,4,239.85
2016-09-03,1,5,971.36
2014-02-03,2,6,896.52
2018-07-20,3,7,192.03
2017-01-25,4,8,451.04
2020-02-10,5,9,228.94
2017-05-11,1,1,1037.6
2013-07-15,2,2,421.57
2019-12-09,3,3,202.08
2019-02-12,4,4,185.1
2018-11-08,5,5,190.85
2013-10-17,1,6,985.63
2019-11-13,2,7,812.71
2020-01-14,3,8,418.29
2016-10-31,4,9,195.14
2013-05-06,5,1,272.82
2013-06-25,1,2,506.67
2014-07-21,2,3,872.81
2022-12-01,3,4,214.86
2015-10-01,4,5,215.71
2021-02-16,5,6,246.98
2016-06-03,1,7,947.41
2019-08-02,2,8,1824.49
2013-05-09,3,9,207.16
2022-02-23,4,1,176.73
2013-06-21,5,2,96.56
2017-05-29,1,3,1000.68
2018-09-26,2,4,863.76
2019-10-02,3,5,152.54
2017-09-06,4,6,213.7
2017-02-02,5,7,102.48
2019-05-30,1,8,1933.8
2018-03-12,2,9,904.46
2018-08-04,3,1,251.05
2019-11-08,4,2,124.45
2019-04-20,5,3,192.23
2021-09-16,1,4,1016.26
2021-03-27,2,5,948.44
2019-11-21,3,6,216.27
2016-05-23,4,7,154.72
2021-11-10,5,8,366.28
2021-06-23,1,9,1014.23
2018-06-23,2,1,901.7
2015-08-22,3,2,122.89
2016-05-28,4,3,183.57
2015-02-14,5,4,241.36
2017-09-12,1,5,963.3
2017-05-12,2,6,921.81
2015-07-05,3,7,205.81
2018-03-31,4,8,378.22
2015-05-20,5,9,167.15
2019-06-02,1,1,1032.81
2013-02-13,2,2,446.22
2015-05-22,3,3,157.06
2013-04-27,4,4,208.1
2013-07-09,5,5,262.61
2017-12-12,1,6,986.09
2018-04-19,2,7,899.87
2013-03-28,3,8,322.07
2015-04-08,4,9,225.34
2022-10-01,5,1,218.88
2020-11-23,1,2,505.4
2020-09-13,2,3,853.34
2013-10-24,3,4,211.72
2018-08-03,4,5,237.95
2016-03-31,5,6,186.29
2019-10-28,1,7,942.2
2015-01-10,2,8,1850.16
2018-07-21,3,9,179.36
2016-10-06,4,1,192.45
2019-08-06,5,2,66.29
2019-12-19,1,3,1017.11
2017-02-26,2,4,867.03
2022-06-02,3,5,196.75
2016-03-28,4,6,239.02
2018-02-13,5,7,161.15
2016-09-13,1,8,2046.77
2017-12-17,2,9,869.66
2016-05-25,3,1,276.44
2014-09-14,4,2,132.56
2022-11-01,5,3,225.17
2015-09-12,1,4,1001.01
2013-04-19,2,5,928.79
2020-05-20,3,6,162.87
2013-11-16,4,7,130.74
2013-07-29,5,8,434.18
2022-06-01,1,9,1002.53
2013-07-05,2,1,926.11
2016-05-10,3,2,139.73
2021-06-12,4,3,210.25
2017-01-21,5,4,206.46
2020-08-24,1,5,1018.7
2018-07-07,2,6,855.76
2020-12-08,3,7,156.85
2018-01-06,4,8,373.92
2014-07-26,5,9,239.55
2020-04-10,1,1,1066.18
2013-05-23,2,2,462.0
2016-12-18,3,3,164.33
2022-01-20,4,4,206.03
2014-09-30,5,5,231.71
2022-07-29,1,6,1007.21
2021-03-14,2,7,833.02
2018-07-19,3,8,350.15
2022-09-01,4,9,242.55
2017-07-24,5,1,264.47
2018-03-04,1,2,526.35
2013-01-28,2,3,916.63
2013-04-03,3,4,167.07
2020-11-09,4,5,169.05
2016-10-02,5,6,223.11
2015-08-13,1,7,946.01
2013-09-30,2,8,1794.18
2015-01-17,3,9,203.71
2022-09-04,4,1,210.69
2014-07-07,5,2,135.15
2013-05-28,1,3,1047.35
2018-02-04,2,4,893.95
2019-05-08,3,5,226.89
2013-08-17,4,6,215.7
2014-08-24,5,7,104.08
2013-10-09,1,8,1975.83
2013-12-10,2,9,872.73
2022-04-22,3,1,211.26
2020-10-30,4,2,114.45
2015-06-30,5,3,124.68
2015-11-12,1,4,969.19
2013-08-20,2,5,889.86
2022-04-02,3,6,212.06
2020-05-17,4,7,178.92
2020-08-08,5,8,348.72
2019-10-27,1,9,975.63
2015-04-14,2,1,912.63
2022-07-31,3,2,141.69
2016-04-13,4,3,194.97
2020-06-28,5,4,182.34
2022-06-11,1,5,1017.2
2018-04-25,2,6,933.62
2017-06-24,3,7,109.35
2022-03-05,4,8,415.5
2017-11-20,5,9,243.59
2013-04-06,1,1,1048.57
2013-07-01,2,2,469.06
2013-07-28,3,3,152.09
2018-08-31,4,4,232.38
2018-09-10,5,5,215.48
2017-02-17,1,6,953.3
2015-11-01,2,7,788.33
2021-10-11,3,8,336.14
2014-08-05,4,9,219.68
2018-01-25,5,1,193.78
2020-11-24,1,2,459.04
2019-02-26,2,3,869.4
2015-08-30,3,4,231.75
2016-09-20,4,5,233.13
2014-10-17,5,6,253.85
2020-01-28,1,7,927.38
2018-01-11,2,8,1831.21
2014-10-03,3,9,164.15
2019-04-18,4,1,220.72
2020-04-24,5,2,46.02
2018-05-30,1,3,985.43
2019-01-18,2,4,873.02
2015-11-21,3,5,143.61
2018-08-15,4,6,207.75
2019-04-02,5,7,125.06
2018-01-10,1,8,1991.88
2019-06-09,2,9,875.36
2021-03-19,3,1,180.4
2019-02-19,4,2,145.52
2021-01-06,5,3,231.94
2013-09-02,1,4,1033.29
2022-06-04,2,5,887.68
2013-01-21,3,6,187.82
2022-11-16,4,7,155.72
2014-07-19,5,8,431.49
2019-06-22,1,9,950.8
2018-11-03,2,1,892.58
2016-08-19,3,2,119.37
2014-02-07,4,3,223.03
2022-10-06,5,4,211.83
2017-09-03,1,5,980.32
2018-12-27,2,6,893.22
2013-07-16,3,7,120.14
2017-01-19,4,8,440.37
2021-06-03,5,9,227.76
2019-10-17,1,1,1026.89
2021-02-18,2,2,438.21
2014-01-16,3,3,173.09
2016-09-04,4,4,248.62
2019-01-27,5,5,196.76
2013-11-15,1,6,1024.39
2015-03-06,2,7,795.84
2020-03-14,3,8,392.03
2017-11-18,4,9,164.87
2017-06-13,5,1,286.21
2022-10-31,1,2,502.89
2014-08-03,2,3,858.28
2017-10-02,3,4,175.88
2020-02-20,4,5,223.68
2015-05-10,5,6,210.37
2017-09-04,1,7,917.57
2018-10-23,2,8,1780.96
2020-02-24,3,9,229.97
2020-02-22,4,1,255.44
2019-12-25,5,2,104.45
2014-10-08,1,3,995.65
2020-01-08,2,4,896.54
2021-11-30,3,5,229.93
2022-02-10,4,6,218.9
2017-04-30,5,7,188.52
2019-09-23,1,8,2001.84
2013-10-02,2,9,935.03
2017-11-05,3,1,189.11
2014-08-04,4,2,122.33
2017-03-10,5,3,215.51
2021-06-18,1,4,964.06
2019-07-08,2,5,914.93
2013-01-14,3,6,175.55
2022-07-25,4,7,142.22
2020-10-28,5,8,419.69
2020-05-04,1,9,993.3
2017-04-12,2,1,897.78
2022-02-21,3,2,134.71
2020-09-10,4,3,172.24
2016-01-04,5,4,137.15
2017-02-12,1,5,985.79
2016-04-19,2,6,858.36
2019-12-20,3,7,149.92
2016-02-12,4,8,378.37
2017-08-01,5,9,192.56
2019-06-14,1,1,1034.03
2015-04-12,2,2,448.71
2019-02-23,3,3,187.47
2013-11-17,4,4,202.94
2015-03-28,5,5,165.82
2015-08-12,1,6,1000.95
2020-05-03,2,7,837.85
2017-04-24,3,8,373.64
2014-07-27,4,9,211.44
2022-10-24,5,1,206.11
2018-12-14,1,2,505.43
2021-10-30,2,3,918.44
2019-07-03,3,4,246.53
2018-07-11,4,5,203.56
2018-02-03,5,6,182.09
2019-09-04,1,7,924.39
2013-07-04,2,8,1800.15
2020-04-06,3,9,176.2
2020-12-04,4,1,203.5
2021-08-24,5,2,98.71
2015-02-12,1,3,962.51
2016-12-10,2,4,858.96
2021-10-25,3,5,204.09
2015-03-13,4,6,213.43
2020-09-28,5,7,222.33
2013-04-20,1,8,1984.52
2013-06-02,2,9,876.61
2016-03-03,3,1,281.58
2017-12-15,4,2,147.08
2019-08-09,5,3,163.16
2020-04-22,1,4,963.5
2018-03-20,2,5,959.34
2021-04-21,3,6,239.17
2021-02-01,4,7,118.28
2022-05-09,5,8,448.1
2013-04-22,1,9,1016.71
2019-03-06,2,1,950.18
2018-02-17,3,2,115.19
2020-08-15,4,3,196.79
2020-09-15,5,4,225.58
2017-01-06,1,5,999.75
2022-09-26,2,6,860.2
2013-12-04,3,7,151.92
2017-01-09,4,8,368.1
2022-01-04,5,9,212.78
2016-04-14,1,1,1013.55
2019-04-16,2,2,496.05
2017-06-01,3,3,172.72
2020-11-03,4,4,161.94
2020-12-28,5,5,258.15
2016-09-16,1,6,959.7
2017-04-02,2,7,877.22
2018-11-07,3,8,361.34
2018-08-24,4,9,189.13
2018-10-08,5,1,212.22
2020-12-25,1,2,540.18
2018-06-28,2,3,885.5
2022-05-18,3,4,163.45
2019-04-10,4,5,178.47
2018-08-22,5,6,228.68
2020-04-21,1,7,931.89
2019-07-28,2,8,1778.24
2017-02-23,3,9,165.56
2013-03-27,4,1,262.27
2014-10-10,5,2,148.56
2017-07-07,1,3,1016.91
2019-10-31,2,4,883.52
2017-08-13,3,5,213.72
2018-08-29,4,6,183.65
2013-11-14,5,7,104.9
2014-04-01,1,8,1986.12
2020-07-10,2,9,868.0
2020-09-24,3,1,243.41
2016-10-28,4,2,133.8
2013-01-22,5,3,239.6
2020-07-26,1,4,1027.93
2018-09-15,2,5,894.37
2021-11-07,3,6,187.58
2016-02-23,4,7,165.29
2018-11-09,5,8,433.77
2014-08-27,1,9,1040.52
2016-12-27,2,1,970.28
2019-10-07,3,2,134.61
2013-05-13,4,3,167.61
2013-06-28,5,4,227.75
2022-07-03,1,5,1006.29
2019-06-30,2,6,863.76
2018-06-26,3,7,200.56
2014-08-29,4,8,412.5
2021-08-15,5,9,207.27
2017-08-16,1,1,1074.59
2021-12-06,2,2,489.11
2021-11-28,3,3,167.41
2019-07-06,4,4,226.37
2014-06-23,5,5,234.97
2020-08-29,1,6,996.43
2022-08-21,2,7,864.89
2016-01-16,3,8,415.77
2017-10-10,4,9,159.91
2018-03-01,5,1,197.43
2013-02-03,1,2,486.21
2019-04-19,2,3,849.59
2015-01-19,3,4,197.84
2020-02-16,4,5,239.19
2013-08-06,5,6,182.35
2016-01-01,1,7,947.92
2020-03-02,2,8,1793.28
2016-01-22,3,9,256.63
2018-06-05,4,1,184.81
2019-04-07,5,2,120.5
2018-11-11,1,3,1034.23
2015-10-05,2,4,856.14
2016-02-18,3,5,246.09
2021-06-19,4,6,187.03
2013-11-12,5,7,103.12
2014-05-09,1,8,1960.53
2020-08-22,2,9,933.5
2015-07-02,3,1,231.56
2017-02-10,4,2,133.02
2013-12-03,5,3,179.35
2014-08-28,1,4,1007.25
2016-08-17,2,5,852.73
2022-02-24,3,6,181.18
2021-01-13,4,7,139.22
2021-04-08,5,8,413.82
2014-02-10,1,9,1044.83
2018-09-02,2,1,898.74
2019-01-03,3,2,72.04
2014-03-04,4,3,204.25
2021-08-18,5,4,168.86
2013-05-01,1,5,1022.89
2017-09-11,2,6,860.1
2018-01-31,3,7,194.14
2017-01-22,4,8,421.48
2022-01-16,5,9,239.22
2014-08-08,1,1,1005.68
2020-01-27,2,2,467.98
2018-04-24,3,3,210.03
2017-12-24,4,4,164.82
2019-11-24,5,5,187.83
2013-05-12,1,6,951.25
2021-10-18,2,7,905.39
2020-05-22,3,8,336.33
2017-03-16,4,9,232.63
2021-07-05,5,1,221.12
2017-07-21,1,2,523.63
2022-11-06,2,3,887.2
2019-03-21,3,4,164.76
2015-12-26,4,5,154.49
2020-09-20,5,6,170.39
2014-05-04,1,7,912.77
2015-05-31,2,8,1735.45
2020-07-21,3,9,182.34
2014-02-05,4,1,188.33
2014-06-15,5,2,134.8
2021-10-24,1,3,947.73
2018-07-17,2,4,858.21
2019-12-05,3,5,189.72
2020-07-18,4,6,145.71
2020-02-21,5,7,179.42
2018-12-06,1,8,1992.65
2021-01-01,2,9,864.79
2021-12-28,3,1,211.41
2022-10-13,4,2,51.75
2022-05-19,5,3,197.97
2018-02-14,1,4,1026.39
2022-11-08,2,5,947.88
2022-02-04,3,6,175.4
2015-07-01,4,7,112.18
2022-07-24,5,8,386.24
2022-05-02,1,9,963.81
2013-12-16,2,1,956.13
2017-09-01,3,2,135.46
2015-05-21,4,3,173.74
2013-04-15,5,4,159.08
2020-06-27,1,5,968.12
2021-07-14,2,6,894.78
2021-12-15,3,7,191.83
2015-08-25,4,8,483.84
2022-04-07,5,9,229.85
2013-01-24,1,1,1043.89
2017-03-01,2,2,452.97
2018-02-28,3,3,226.9
2013-04-09,4,4,244.45
2016-06-28,5,5,234.78
2019-12-03,1,6,951.77
2020-06-17,2,7,803.14
2022-02-14,3,8,406.58
2022-01-07,4,9,213.97
2013-08-03,5,1,246.37
2014-08-20,1,2,455.61
2019-01-10,2,3,872.96
2020-10-31,3,4,196.33
2016-11-06,4,5,230.71
2016-05-11,5,6,217.32
2022-12-09,1,7,918.63
2016-11-15,2,8,1831.11
2019-02-20,3,9,206.83
2017-11-23,4,1,211.28
2016-02-26,5,2,121.8
2022-04-08,1,3,1058.25
2022-10-11,2,4,899.9
2016-08-28,3,5,239.65
2020-03-25,4,6,252.56
2019-06-05,5,7,104.84
2018-08-28,1,8,1947.05
2015-11-17,2,9,919.19
2022-02-25,3,1,201.73
2018-03-19,4,2,74.78
2021-03-20,5,3,228.05
2013-10-29,1,4,1008.89
2017-02-13,2,5,939.51
2013-10-26,3,6,143.52
2022-03-17,4,7,158.57
2018-04-28,5,8,420.96
2018-12-08,1,9,1044.22
2014-07-18,2,1,906.74
2018-07-28,3,2,65.1
2021-05-06,4,3,188.26
2014-09-03,5,4,156.95
2020-09-04,1,5,948.8
2022-04-05,2,6,961.09
2022-10-20,3,7,131.5
2013-08-01,4,8,463.72
2015-07-18,5,9,200.64
2021-02-03,1,1,992.03
2015-08-20,2,2,483.11
2020-05-21,3,3,235.08
2016-06-07,4,4,201.34
2013-03-23,5,5,211.54
2019-11-14,1,6,1043.35
2018-08-18,2,7,902.61
2018-10-04,3,8,445.06
2022-10-29,4,9,206.98
2018-06-16,5,1,217.54
2014-10-19,1,2,512.17
2018-01-23,2,3,867.37
2014-02-09,3,4,233.98
2020-10-06,4,5,245.95
2020-07-15,5,6,216.88
2017-08-07,1,7,911.99
2013-07-26,2,8,1807.37
2021-08-29,3,9,163.55
2014-08-19,4,1,177.23
2017-03-19,5,2,82.4
2022-09-06,1,3,1024.75
2020-02-13,2,4,905.43
2014-05-27,3,5,189.01
2020-10-23,4,6,162.3
2022-08-06,5,7,146.78
2014-02-12,1,8,1952.65
2015-11-15,2,9,875.08
2013-03-19,3,1,219.12
2013-02-15,4,2,65.72
2014-11-14,5,3,189.45
2014-02-28,1,4,976.08
2013-08-10,2,5,878.07
2015-08-03,3,6,233.49
2020-09-27,4,7,136.85
2016-10-30,5,8,457.88
2021-11-03,1,9,988.71
2017-03-08,2,1,888.87
2013-07-19,3,2,56.45
2013-05-07,4,3,163.27
2019-04-01,5,4,151.01
2015-12-11,1,5,972.48
2014-07-16,2,6,875.41
2014-06-18,3,7,97.99
2016-06-13,4,8,391.78
2017-08-17,5,9,207.35
2013-08-12,1,1,1022.88
2022-07-28,2,2,428.26
2014-08-09,3,3,199.18
2014-09-05,4,4,165.65
2021-12-02,5,5,224.88
2021-05-04,1,6,1048.43
2022-03-18,2,7,899.92
2015-09-27,3,8,409.59
2021-10-08,4,9,176.35
2019-05-10,5,1,188.65
2013-11-06,1,2,460.4
2015-07-04,2,3,881.4
2015-07-24,3,4,257.08
2020-10-07,4,5,218.64
2015-03-08,5,6,181.02
2021-04-04,1,7,894.52
2022-08-28,2,8,1753.46
2015-09-19,3,9,200.72
2020-12-10,4,1,267.25
2018-01-20,5,2,129.62
2015-03-25,1,3,1000.64
2022-06-09,2,4,910.04
2019-12-13,3,5,165.31
2021-11-06,4,6,166.19
2021-02-12,5,7,166.36
2014-01-05,1,8,1984.67
2017-09-09,2,9,886.27
2017-03-30,3,1,247.49
2016-01-11,4,2,91.18
2016-12-26,5,3,214.69
2022-12-07,1,4,977.32
2019-09-19,2,5,913.88
2016-11-12,3,6,169.4
2018-07-25,4,7,163.11
2021-01-19,5,8,394.36
2019-09-10,1,9,1013.07
2017-04-01,2,1,926.35
2017-01-18,3,2,103.15
2018-06-22,4,3,164.39
2018-05-23,5,4,150.88
2017-10-05,1,5,1029.02
2017-03-24,2,6,950.81
2016-06-29,3,7,147.13
2020-01-23,4,8,422.99
2018-12-25,5,9,164.88
2018-04-20,1,1,1054.49
2021-11-05,2,2,435.65
2015-01-15,3,3,168.7
2020-09-03,4,4,250.94
2022-06-10,5,5,155.72
2019-06-17,1,6,995.46
2016-12-31,2,7,856.72
2013-03-03,3,8,388.44
2017-08-22,4,9,198.31
2015-08-16,5,1,245.66
2015-11-25,1,2,483.88
2014-11-06,2,3,902.19
2013-01-17,3,4,149.06
2013-03-17,4,5,148.22
2014-09-22,5,6,237.52
2019-08-29,1,7,978.11
2019-07-10,2,8,1785.43
2017-05-17,3,9,223.64
2022-12-16,4,1,196.68
2016-05-09,5,2,63.54
2016-03-24,1,3,1002.93
2019-03-05,2,4,876.94
2022-04-11,3,5,142.84
2013-10-07,4,6,209.79
2015-01-18,5,7,141.1
2015-01-05,1,8,1969.86
2015-04-10,2,9,910.67
2017-10-20,3,1,225.3
2017-02-09,4,2,134.76
2013-01-08,5,3,157.64
2015-08-02,1,4,1041.66
2020-02-26,2,5,869.75
2014-03-28,3,6,210.28
2022-06-28,4,7,187.02
2015-03-22,5,8,414.85
2017-02-24,1,9,981.55
2019-08-26,2,1,952.33
2015-06-02,3,2,111.61
2018-06-29,4,3,184.06
2021-09-03,5,4,194.47
2015-06-18,1,5,1025.8
2018-04-10,2,6,901.58
2015-04-29,3,7,141.49
2016-02-14,4,8,337.43
2016-07-31,5,9,158.98
2022-11-04,1,1,1034.01
2019-07-20,2,2,475.64
2015-05-28,3,3,183.47
2022-07-23,4,4,161.55
2013-09-22,5,5,155.61
2015-03-03,1,6,1003.23
2020-10-24,2,7,866.8
2019-06-28,3,8,345.34
2015-12-16,4,9,173.23
2015-10-03,5,1,210.14
2013-12-30,1,2,474.01
2017-07-29,2,3,968.28
2016-04-09,3,4,257.82
2013-06-11,4,5,256.13
2020-01-06,5,6,156.16
2021-05-19,1,7,958.18
2015-06-19,2,8,1797.11
2014-01-18,3,9,197.81
2022-01-09,4,1,193.22
2013-06-05,5,2,110.64
2019-03-14,1,3,945.43
2019-07-23,2,4,877.93
2017-03-26,3,5,211.08
2018-12-10,4,6,179.14
2019-06-08,5,7,124.51
2022-09-29,1,8,1984.7
2013-10-10,2,9,890.21
2018-08-11,3,1,250.94
2014-11-28,4,2,59.53
2018-03-16,5,3,239.47
2015-02-06,1,4,965.31
2021-09-07,2,5,852.35
2019-08-27,3,6,204.32
2016-10-26,4,7,102.67
2014-11-10,5,8,353.56
2015-05-14,1,9,986.72
2021-08-08,2,1,905.68
2016-12-22,3,2,68.13
2019-04-13,4,3,166.8
2013-02-19,5,4,162.51
2022-02-05,1,5,1027.68
2019-03-08,2,6,959.21
2016-08-24,3,7,166.82
2018-01-09,4,8,351.72
2015-08-10,5,9,134.85
2014-09-11,1,1,1021.54
2013-12-01,2,2,483.54
2018-08-10,3,3,163.03
2014-04-10,4,4,221.92
2016-03-09,5,5,177.0
2021-09-18,1,6,1009.71
2014-08-17,2,7,826.29
2015-10-02,3,8,418.24
2018-02-06,4,9,160.78
2014-04-25,5,1,213.32
2018-12-18,1,2,536.14
2021-07-19,2,3,890.09
2022-09-19,3,4,231.46
2015-02-19,4,5,224.03
2013-05-24,5,6,169.86
2015-08-07,1,7,995.46
2019-12-24,2,8,1817.09
2014-12-05,3,9,177.28
2016-11-10,4,1,199.5
2017-09-15,5,2,54.09
2018-05-14,1,3,1011.94
2013-02-22,2,4,879.49
2016-10-19,3,5,214.07
2016-02-13,4,6,186.31
2013-05-08,5,7,169.94
2014-05-31,1,8,1958.46
2021-10-19,2,9,864.92
2018-02-25,3,1,257.62
2014-09-16,4,2,105.32
2016-06-01,5,3,149.29
2013-06-27,1,4,963.97
2021-04-03,2,5,896.23
2016-07-15,3,6,147.23
2016-10-22,4,7,128.77
2015-01-08,5,8,423.05
2017-12-18,1,9,1005.24
2017-03-15,2,1,948.37
2019-11-23,3,2,71.08
2015-11-05,4,3,268.92
2013-12-08,5,4,216.07
2020-09-12,1,5,945.76
2014-10-24,2,6,849.59
2016-04-01,3,7,200.88
2020-02-18,4,8,337.78
2016-01-15,5,9,185.32
2019-09-20,1,1,1031.03
2016-01-17,2,2,457.28
2013-01-02,3,3,201.28
2020-11-12,4,4,157.87
2017-09-20,5,5,258.08
2019-10-22,1,6,951.71
2015-05-06,2,7,855.52
2016-07-09,3,8,359.1
2018-03-24,4,9,160.68
2014-03-05,5,1,257.27
2020-08-16,1,2,486.38
2017-10-01,2,3,867.07
2013-12-18,3,4,177.71
2013-03-08,4,5,181.35
2021-05-30,5,6,175.08
2019-07-15,1,7,976.58
2020-02-23,2,8,1865.04
2021-09-12,3,9,151.37
2017-10-17,4,1,196.83
2013-01-07,5,2,80.56
2020-11-06,1,3,1021.41
2016-12-08,2,4,847.76
2022-04-04,3,5,204.22
2014-03-06,4,6,178.64
2021-12-07,5,7,172.68
2013-01-05,1,8,2013.22
2014-02-13,2,9,889.91
2019-08-19,3,1,243.91
2019-10-01,4,2,148.8
2016-10-01,5,3,177.71
2021-05-08,1,4,954.47
2021-02-27,2,5,921.14
2017-01-23,3,6,224.43
2018-08-17,4,7,142.98
2014-09-27,5,8,316.97
2016-07-01,1,9,977.82
2019-12-30,2,1,937.38
2020-04-12,3,2,134.93
2016-03-12,4,3,182.12
2022-01-30,5,4,181.8
2013-03-16,1,5,976.21
2014-11-01,2,6,904.71
2019-06-07,3,7,110.26
2016-07-30,4,8,402.76
2020-05-18,5,9,201.39
2022-11-10,1,1,1030.28
2017-11-12,2,2,419.42
2016-11-23,3,3,211.79
2022-04-23,4,4,216.16
2014-03-19,5,5,235.38
2020-08-11,1,6,965.18
2022-05-05,2,7,846.71
2013-10-15,3,8,448.85
2013-09-01,4,9,222.19
2022-03-15,5,1,261.48
2020-04-08,1,2,459.91
2018-09-19,2,3,867.83
2017-06-04,3,4,215.58
2018-07-09,4,5,187.37
2021-08-07,5,6,225.71
2018-06-14,1,7,923.36
2017-02-22,2,8,1813.0
2022-03-02,3,9,170.01
2014-10-21,4,1,194.68
2018-10-10,5,2,88.87
2013-01-11,1,3,1017.92
2020-05-05,2,4,914.57
2013-06-12,3,5,154.39
2013-06-22,4,6,185.34
2015-01-11,5,7,151.65
2022-01-31,1,8,1988.01
2014-03-12,2,9,893.99
2018-09-13,3,1,238.61
2021-08-20,4,2,116.8
2013-04-13,5,3,177.37
2014-05-06,1,4,1040.59
2016-12-01,2,5,867.14
2021-01-12,3,6,160.12
2021-01-11,4,7,176.35
2013-03-11,5,8,426.73
2021-07-20,1,9,936.51
2017-10-23,2,1,905.53
2016-12-20,3,2,86.25
2013-12-05,4,3,180.16
2020-03-23,5,4,152.74
2018-01-05,1,5,948.85
2013-04-04,2,6,905.76
2017-05-18,3,7,135.42
2018-06-15,4,8,437.94
2019-02-21,5,9,225.44
2016-01-08,1,1,1020.04
2014-01-14,2,2,479.67
2017-12-27,3,3,232.46
2020-10-13,4,4,230.7
2013-01-23,5,5,147.25
2021-05-09,1,6,1003.52
2021-11-29,2,7,852.6
2016-08-22,3,8,356.23
2016-06-24,4,9,251.98
2014-09-24,5,1,192.93
2020-11-19,1,2,456.07
2021-02-21,2,3,936.06
2015-02-09,3,4,147.33
2021-10-15,4,5,203.62
2018-05-08,5,6,148.69
2014-12-22,1,7,991.2
2021-12-09,2,8,1775.71
2013-08-30,3,9,208.36
2014-06-27,4,1,221.0
2018-03-26,5,2,129.58
2020-12-03,1,3,998.89
2017-07-06,2,4,949.3
2014-03-29,3,5,154.14
2016-03-07,4,6,222.29
2016-08-11,5,7,149.96
2019-10-09,1,8,2006.15
2014-09-28,2,9,874.79
2016-09-01,3,1,239.26
2022-01-19,4,2,110.17
2022-08-09,5,3,238.96
2014-07-04,1,4,1004.86
2017-01-27,2,5,891.14
2014-02-16,3,6,233.86
2016-04-21,4,7,139.79
2013-12-26,5,8,442.83
2013-06-26,1,9,1028.96
2022-02-03,2,1,926.45
2014-05-21,3,2,94.66
2013-05-14,4,3,146.96
2019-09-17,5,4,171.21
2020-09-09,1,5,950.49
2021-02-02,2,6,934.83
2022-11-20,3,7,112.4
2014-06-28,4,8,464.79
2022-04-16,5,9,232.52
2013-01-29,1,1,1009.85
2020-07-22,2,2,489.25
2016-07-25,3,3,208.23
2018-04-17,4,4,170.64
2020-08-12,5,5,174.68
2022-08-14,1,6,983.25
2014-03-21,2,7,812.73
2013-09-21,3,8,434.51
2021-11-02,4,9,247.67
2021-04-07,5,1,227.92
2019-01-24,1,2,532.61
2020-04-30,2,3,949.18
2013-04-16,3,4,187.76
2014-09-09,4,5,247.52
2018-09-08,5,6,182.94
2022-06-15,1,7,929.66
2014-04-23,2,8,1797.13
2015-01-20,3,9,177.87
2018-11-12,4,1,182.68
2019-07-09,5,2,71.81
2022-09-18,1,3,958.43
2017-03-20,2,4,889.3
2017-03-22,3,5,212.91
2013-06-18,4,6,209.07
2015-09-10,5,7,167.92
2016-03-10,1,8,2019.65
2020-03-04,2,9,932.17
2022-03-26,3,1,240.74
2021-12-04,4,2,145.08
2016-10-05,5,3,167.44
2022-08-19,1,4,993.77
2014-04-13,2,5,918.06
2014-07-10,3,6,166.05
2014-10-29,4,7,206.93
2014-11-20,5,8,449.02
2016-02-02,1,9,977.33
2014-11-17,2,1,893.11
2019-06-03,3,2,61.7
2019-09-24,4,3,237.75
2013-04-28,5,4,157.4
2019-01-22,1,5,1007.98
2013-08-19,2,6,929.92
2018-04-11,3,7,208.46
2014-10-01,4,8,397.11
2017-07-15,5,9,145.97
2016-04-29,1,1,979.96
2013-08-15,2,2,467.5
2021-01-08,3,3,194.48
2019-03-04,4,4,248.27
2013-04-18,5,5,178.11
2018-01-22,1,6,1018.84
2013-03-30,2,7,891.18
2017-01-30,3,8,387.14
2013-01-13,4,9,232.61
2014-01-15,5,1,207.99
2015-05-26,1,2,510.9
2020-12-19,2,3,922.05
